C3,CZ,C4
5.696908,9.143851,14.6877775
5.698271,9.146038,14.69129
5.699623,9.14821,14.6947775
5.700966,9.150366,14.69824
5.7022996,9.152506,14.701677
5.703623,9.15463,14.70509
5.704937,9.156739,14.708477
5.706241,9.158832,14.71184
5.7075353,9.16091,14.715178
5.7088203,9.1629715,14.718489
5.7100954,9.165018,14.721777
5.7113605,9.167049,14.7250395
5.7126164,9.169065,14.728277
5.713863,9.171065,14.731491
5.7151,9.17305,14.734679
5.7163267,9.175019,14.737843
5.7175436,9.176973,14.740981
5.7187514,9.178912,14.744094
5.7199497,9.180835,14.747184
5.7211385,9.182743,14.750248
5.722317,9.184635,14.753288
5.723487,9.186512,14.756302
5.7246466,9.188374,14.759293
5.7257967,9.19022,14.762259
5.726938,9.192051,14.7652
5.7280693,9.193867,14.768117
5.729191,9.195667,14.771009
5.7303033,9.197453,14.773876
5.7314057,9.199223,14.776719
5.732499,9.200977,14.779538
5.733583,9.202717,14.782332
5.734657,9.204441,14.785102
5.735722,9.20615,14.787847
5.7367773,9.207845,14.790568
5.737823,9.209523,14.793265
5.7388597,9.211187,14.795938
5.7398868,9.212835,14.798585
5.7409043,9.214468,14.8012085
5.7419124,9.216086,14.803808
5.7429113,9.2176895,14.806383
5.743901,9.219277,14.808933
5.7448807,9.220851,14.8114605
5.7458515,9.222408,14.813963
5.7468123,9.223951,14.816441
5.7477646,9.225479,14.818895
5.7487073,9.226993,14.821326
5.7496405,9.22849,14.823731
5.7505646,9.229974,14.826114
5.751479,9.2314415,14.828472
5.752384,9.232895,14.830806
5.75328,9.234333,14.833116
5.754167,9.235756,14.835402
5.755044,9.2371645,14.837665
5.7559123,9.238557,14.839902
5.756771,9.239935,14.842116
5.757621,9.241299,14.844307
5.7584615,9.242648,14.846473
5.759292,9.243982,14.848616
5.760114,9.245301,14.850736
5.7609267,9.246606,14.85283
5.76173,9.247895,14.854901
5.7625246,9.24917,14.85695
5.7633095,9.25043,14.858973
5.7640853,9.251675,14.860973
5.764852,9.252906,14.862949
5.7656093,9.254122,14.864903
5.766358,9.255322,14.866833
5.767097,9.256509,14.868738
5.767827,9.257681,14.870621
5.768548,9.258838,14.8724785
5.76926,9.25998,14.874314
5.7699623,9.261108,14.876126
5.770656,9.262221,14.877914
5.771341,9.26332,14.87968
5.772016,9.264404,14.88142
5.7726827,9.265474,14.883139
5.7733397,9.266529,14.884832
5.7739882,9.267569,14.886504
5.7746267,9.268595,14.888152
5.775257,9.269607,14.889776
5.775878,9.270604,14.891378
5.7764907,9.271586,14.892956
5.7770934,9.272553,14.894511
5.7776875,9.273507,14.896042
5.7782726,9.2744465,14.897552
5.7788486,9.275372,14.899036
5.7794156,9.276281,14.900498
5.779974,9.277178,14.9019375
5.780523,9.278059,14.903354
5.7810636,9.278926,14.904747
5.7815948,9.2797785,14.9061165
5.7821174,9.280618,14.907464
5.7826304,9.281442,14.908787
5.7831354,9.282251,14.910088
5.783631,9.283047,14.9113655
5.7841177,9.283829,14.912621
5.7845955,9.2845955,14.913853
5.7850647,9.285349,14.915062
5.785525,9.286086,14.916248
5.7859764,9.286811,14.917412
5.7864184,9.287521,14.918553
5.7868524,9.288218,14.919671
5.787277,9.288898,14.920767
5.787693,9.289567,14.921839
5.7881002,9.29022,14.922888
5.7884984,9.29086,14.923916
5.7888885,9.291485,14.924919
5.789269,9.292096,14.925902
5.7896414,9.292694,14.926861
5.7900043,9.293277,14.927798
5.7903585,9.293845,14.928712
5.7907047,9.2944,14.929603
5.791042,9.294942,14.930472
5.7913704,9.295469,14.931318
5.79169,9.295981,14.932143
5.7920003,9.296481,14.932944
5.792303,9.296967,14.933723
5.7925963,9.297437,14.934481
5.7928815,9.2978945,14.935215
5.7931576,9.298338,14.935926
5.793425,9.298767,14.936617
5.793684,9.299183,14.937284
5.7939343,9.299584,14.937929
5.7941756,9.299973,14.938553
5.794409,9.300345,14.939153
5.794633,9.300706,14.939733
5.7948494,9.301053,14.940289
5.7950563,9.301385,14.940822
5.7952547,9.301703,14.941335
5.795445,9.30201,14.941825
5.7956266,9.3023,14.942292
5.7957993,9.302578,14.942738
5.795964,9.302842,14.943162
5.7961197,9.303092,14.943563
5.7962666,9.3033285,14.943943
5.796406,9.303552,14.944302
5.796536,9.303761,14.944637
5.7966576,9.303956,14.944951
5.7967715,9.304138,14.945243
5.796876,9.304306,14.945514
5.7969723,9.304461,14.945763
5.7970605,9.304602,14.945989
5.7971396,9.304729,14.946194
5.7972107,9.304843,14.946377
5.7972736,9.304944,14.946538
5.7973275,9.30503,14.946678
5.7973733,9.305104,14.946796
5.7974105,9.305164,14.946893
5.7974396,9.30521,14.946967
5.79746,9.3052435,14.94702
5.7974725,9.3052635,14.947051
5.797476,9.305269,14.947062
5.797472,9.305263,14.94705
5.7974586,9.305242,14.947017
5.7974377,9.305207,14.946961
5.797408,9.3051605,14.946885
5.7973704,9.305099,14.946788
5.797324,9.305025,14.946669
5.7972693,9.304938,14.946528
5.7972064,9.304837,14.946366
5.797136,9.304723,14.946183
5.7970567,9.304596,14.945978
5.796969,9.304455,14.945754
5.796873,9.304302,14.945506
5.796769,9.304134,14.945238
5.796657,9.303954,14.944948
5.7965364,9.303761,14.944637
5.796407,9.303555,14.944305
5.796271,9.303334,14.9439535
5.796126,9.303102,14.943579
5.7959723,9.3028555,14.943184
5.7958107,9.302596,14.942767
5.795641,9.302324,14.942329
5.795463,9.302038,14.941871
5.7952776,9.30174,14.941391
5.795083,9.301428,14.940891
5.794881,9.301104,14.94037
5.7946706,9.300766,14.939827
5.794452,9.300416,14.939264
5.794225,9.300053,14.938681
5.793991,9.299675,14.938075
5.7937484,9.299286,14.937449
5.7934976,9.298883,14.936803
5.7932386,9.298468,14.936135
5.7929716,9.298039,14.935448
5.7926965,9.297598,14.934738
5.792414,9.297144,14.934009
5.792123,9.296677,14.933258
5.791824,9.296197,14.9324875
5.791517,9.295704,14.931696
5.7912016,9.295198,14.930883
5.790879,9.294681,14.930051
5.7905474,9.294148,14.929197
5.7902083,9.293605,14.928324
5.7898617,9.293048,14.927429
5.789507,9.292479,14.926515
5.7891445,9.291896,14.925579
5.7887735,9.291301,14.9246235
5.788395,9.290693,14.923647
5.788008,9.290073,14.92265
5.787614,9.289439,14.921634
5.7872114,9.2887945,14.920596
5.7868013,9.288136,14.9195385
5.786383,9.287465,14.918461
5.785957,9.28678,14.917362
5.7855234,9.286085,14.916244
5.7850814,9.285376,14.915106
5.7846327,9.284654,14.913946
5.7841754,9.28392,14.912767
5.78371,9.283174,14.911569
5.783237,9.282415,14.91035
5.7827563,9.281643,14.90911
5.782268,9.280859,14.907849
5.7817717,9.280063,14.90657
5.7812676,9.279254,14.905271
5.780756,9.278432,14.903952
5.7802362,9.277598,14.902612
5.779709,9.276752,14.901253
5.779174,9.275893,14.899874
5.778631,9.2750225,14.898475
5.778081,9.274138,14.897056
5.7775226,9.273242,14.895616
5.776957,9.272335,14.894157
5.7763834,9.271414,14.892678
5.775802,9.270482,14.89118
5.7752132,9.269536,14.889663
5.7746167,9.2685795,14.888124
5.774013,9.26761,14.886567
5.7734013,9.266627,14.884991
5.772782,9.265634,14.883392
5.772155,9.264627,14.881777
5.77152,9.263608,14.88014
5.7708783,9.262578,14.878485
5.7702284,9.261535,14.87681
5.7695713,9.26048,14.875115
5.768906,9.259413,14.873401
5.768234,9.258333,14.871667
5.767554,9.257242,14.869914
5.766866,9.256139,14.868142
5.766171,9.255023,14.866349
5.765468,9.253896,14.864538
5.764758,9.252755,14.862707
5.764041,9.251604,14.860858
5.7633157,9.250441,14.858989
5.7625833,9.249265,14.8571
5.761843,9.248077,14.855191
5.761096,9.246878,14.853265
5.760341,9.245666,14.851318
5.7595787,9.244441,14.849353
5.758809,9.243206,14.847368
5.758032,9.241959,14.845365
5.757247,9.2407,14.843342
5.756455,9.2394285,14.841299
5.755656,9.238145,14.839238
5.754849,9.23685,14.837159
5.754035,9.235544,14.83506
5.7532134,9.234225,14.832941
5.7523847,9.232894,14.830805
5.7515483,9.231553,14.828649
5.750705,9.230199,14.826473
5.7498536,9.228833,14.824281
5.748996,9.227456,14.822068
5.7481303,9.226067,14.819836
5.7472577,9.224666,14.817586
5.7463775,9.223253,14.815317
5.74549,9.221829,14.813029
5.7445955,9.220393,14.810723
5.7436934,9.2189455,14.808398
5.7427845,9.217487,14.806054
5.7418685,9.216016,14.803692
5.740945,9.214534,14.801311
5.740014,9.213039,14.798911
5.7390757,9.2115345,14.796493
5.7381306,9.210017,14.794056
5.7371783,9.208488,14.7916
5.736219,9.206948,14.789126
5.7352524,9.205397,14.7866335
5.734278,9.203834,14.784123
5.7332973,9.202259,14.781593
5.7323093,9.200672,14.779046
5.731314,9.199076,14.776481
5.7303114,9.197467,14.773895
5.729302,9.195846,14.771294
5.7282853,9.194214,14.768673
5.7272615,9.192571,14.766032
5.726231,9.190917,14.763375
5.7251925,9.189251,14.760699
5.724148,9.187573,14.758005
5.723096,9.185885,14.755293
5.7220373,9.184186,14.7525625
5.7209706,9.182475,14.749814
5.7198977,9.180752,14.747047
5.7188177,9.179018,14.744263
5.717731,9.177273,14.74146
5.716636,9.175518,14.73864
5.7155356,9.173751,14.735801
5.7144275,9.171971,14.732944
5.7133126,9.170182,14.730069
5.71219,9.168381,14.727176
5.7110615,9.166569,14.724265
5.7099257,9.164746,14.721336
5.7087827,9.162912,14.71839
5.707633,9.161066,14.7154255
5.7064767,9.15921,14.712444
5.7053127,9.157342,14.709444
5.7041426,9.155463,14.706427
5.7029653,9.153575,14.703391
5.7017813,9.151674,14.700338
5.70059,9.149762,14.697268
5.6993923,9.14784,14.69418
5.6981874,9.1459055,14.691073
5.6969757,9.143961,14.687949
5.6957574,9.142006,14.684809
5.6945324,9.140039,14.681649
5.6933002,9.138062,14.678473
5.692062,9.136073,14.67528
5.690816,9.134074,14.672069
5.6895638,9.132064,14.668839
5.688305,9.130043,14.665593
5.6870384,9.128011,14.66233
5.685766,9.125968,14.659049
5.684487,9.123916,14.655751
5.683201,9.121852,14.652434
5.681908,9.119777,14.649101
5.6806087,9.117691,14.645752
5.679302,9.115594,14.642384
5.6779895,9.113487,14.639
5.6766696,9.111369,14.635597
5.675344,9.109241,14.632177
5.674011,9.1071005,14.628742
5.6726713,9.104951,14.625288
5.671325,9.102791,14.621817
5.6699724,9.100619,14.61833
5.668613,9.098437,14.614824
5.6672473,9.096245,14.611302
5.6658745,9.094042,14.607764
5.6644955,9.091828,14.604208
5.6631093,9.089603,14.600636
5.6617174,9.087369,14.597046
5.660318,9.085123,14.593439
5.6589127,9.082868,14.589815
5.657501,9.080601,14.586174
5.656082,9.078324,14.582518
5.6546574,9.076037,14.578843
5.6532254,9.073739,14.575152
5.6517878,9.071431,14.571445
5.650343,9.069113,14.56772
5.648892,9.066783,14.563979
5.647434,9.064444,14.560222
5.6459703,9.062095,14.556447
5.6445,9.059734,14.552656
5.643023,9.057364,14.548848
5.6415396,9.054983,14.545024
5.64005,9.052592,14.541183
5.6385536,9.05019,14.537326
5.637051,9.047778,14.533452
5.635542,9.045356,14.529561
5.634027,9.042925,14.525654
5.632505,9.0404825,14.521731
5.630977,9.03803,14.517791
5.629442,9.035566,14.513835
5.6279016,9.033093,14.509862
5.626354,9.03061,14.505874
5.624801,9.028117,14.501868
5.623241,9.025613,14.497847
5.621675,9.023099,14.493809
5.6201024,9.020575,14.489755
5.618524,9.018041,14.485684
5.616939,9.015497,14.481598
5.6153474,9.012943,14.477495
5.61375,9.010379,14.473376
5.612146,9.007805,14.469241
5.610536,9.00522,14.465091
5.6089196,9.002626,14.460923
5.6072974,9.000022,14.45674
5.6056685,8.997408,14.45254
5.6040335,8.994784,14.448326
5.6023927,8.99215,14.444095
5.600745,8.989506,14.439848
5.599092,8.986852,14.435585
5.597432,8.984188,14.431306
5.5957665,8.981515,14.427011
5.5940943,8.978831,14.4227
5.592417,8.976138,14.418373
5.590732,8.9734335,14.414032
5.5890417,8.97072,14.409674
5.587345,8.967998,14.4053
5.585643,8.965265,14.40091
5.583934,8.9625225,14.396505
5.5822196,8.959771,14.392084
5.5804987,8.957008,14.387648
5.5787716,8.954237,14.383196
5.577039,8.951456,14.378728
5.5752997,8.948665,14.374244
5.573555,8.945863,14.369745
5.571804,8.943053,14.365231
5.570047,8.940233,14.360701
5.5682836,8.937404,14.356155
5.566515,8.934564,14.351594
5.5647397,8.931715,14.347018
5.562959,8.928857,14.342426
5.561172,8.925988,14.337819
5.559379,8.923111,14.333197
5.5575805,8.920223,14.328559
5.5557756,8.917326,14.323906
5.5539646,8.91442,14.319238
5.552148,8.911505,14.314553
5.5503254,8.908579,14.3098545
5.5484967,8.905644,14.3051405
5.5466623,8.9027,14.300411
5.5448227,8.899746,14.295667
5.5429764,8.896783,14.290908
5.5411243,8.893811,14.286133
5.5392666,8.890829,14.2813425
5.537403,8.887838,14.276538
5.5355334,8.884836,14.271718
5.533658,8.881826,14.266884
5.5317774,8.878808,14.262033
5.52989,8.875779,14.257169
5.5279975,8.872742,14.252288
5.5260987,8.869695,14.247394
5.5241947,8.866637,14.242484
5.5222845,8.863572,14.237559
5.5203686,8.8604965,14.23262
5.5184474,8.857413,14.227667
5.51652,8.85432,14.222697
5.514587,8.851216,14.217714
5.512648,8.8481045,14.212716
5.5107036,8.844984,14.207703
5.508754,8.841854,14.202674
5.506798,8.838716,14.197632
5.504836,8.8355665,14.1925745
5.502869,8.832409,14.187503
5.5008965,8.829243,14.182417
5.498918,8.826067,14.177316
5.496934,8.822883,14.1722
5.494944,8.819689,14.167069
5.4929485,8.816486,14.161925
5.4909472,8.813274,14.156767
5.488941,8.810054,14.151593
5.486929,8.806824,14.146405
5.484911,8.803585,14.141203
5.4828873,8.800338,14.135986
5.4808583,8.797081,14.130755
5.478824,8.793816,14.12551
5.476784,8.790542,14.120251
5.4747386,8.787258,14.114976
5.4726872,8.783966,14.109688
5.4706306,8.780664,14.104385
5.4685683,8.777355,14.09907
5.466501,8.774036,14.093739
5.464428,8.770708,14.088393
5.4623494,8.767372,14.0830345
5.460265,8.764028,14.0776615
5.4581757,8.7606735,14.072274
5.4560804,8.757311,14.066873
5.45398,8.75394,14.061458
5.4518743,8.75056,14.056028
5.4497633,8.74717,14.050585
5.4476466,8.743773,14.045127
5.445524,8.740368,14.039656
5.443397,8.736953,14.034171
5.4412637,8.733529,14.028671
5.4391255,8.730098,14.023159
5.4369817,8.726656,14.0176325
5.434833,8.723207,14.012092
5.432678,8.719749,14.006537
5.4305186,8.716284,14.000969
5.428354,8.712808,13.995388
5.4261837,8.709325,13.989792
5.424008,8.705833,13.984182
5.4218273,8.702332,13.97856
5.419641,8.698823,13.972922
5.4174495,8.695305,13.967273
5.415252,8.691779,13.961609
5.41305,8.688245,13.955932
5.410843,8.684702,13.950241
5.4086304,8.68115,13.944536
5.4064126,8.677591,13.938818
5.4041896,8.674023,13.933087
5.4019613,8.670446,13.927342
5.399728,8.6668625,13.921583
5.397489,8.663268,13.9158125
5.395245,8.659667,13.910027
5.3929963,8.656057,13.904228
5.390742,8.652439,13.8984165
5.3884826,8.648813,13.892591
5.386218,8.645178,13.886753
5.3839483,8.641536,13.880901
5.381674,8.637884,13.875037
5.3793936,8.634225,13.869159
5.3771086,8.630557,13.863267
5.374819,8.626881,13.857364
5.3725233,8.623198,13.851445
5.370223,8.619506,13.845515
5.3679175,8.615805,13.839571
5.3656073,8.612097,13.833614
5.3632917,8.608379,13.827644
5.3609715,8.604655,13.821662
5.3586454,8.600923,13.815665
5.356315,8.597182,13.809657
5.3539796,8.593433,13.803636
5.351639,8.589676,13.797601
5.349293,8.585912,13.791553
5.3469424,8.582138,13.785492
5.344587,8.578358,13.779418
5.3422265,8.574569,13.773333
5.339861,8.570771,13.767234
5.33749,8.566967,13.761122
5.335115,8.563154,13.754998
5.3327346,8.559334,13.74886
5.3303485,8.555505,13.74271
5.3279586,8.551668,13.736547
5.3255634,8.547824,13.730372
5.323163,8.543972,13.724185
5.3207583,8.540112,13.717984
5.3183484,8.536243,13.711771
5.3159337,8.532368,13.705545
5.313514,8.528484,13.699307
5.31109,8.524592,13.693056
5.3086605,8.520694,13.686794
5.3062267,8.516787,13.680518
5.303787,8.512872,13.67423
5.3013434,8.50895,13.66793
5.298895,8.50502,13.661616
5.2964416,8.501082,13.655292
5.2939835,8.497136,13.648953
5.2915206,8.493184,13.642604
5.289053,8.489223,13.636242
5.2865806,8.485254,13.629867
5.2841034,8.481278,13.623481
5.2816215,8.477294,13.617081
5.2791348,8.473303,13.610669
5.2766433,8.469304,13.604247
5.2741475,8.465298,13.597811
5.2716465,8.461284,13.591364
5.269141,8.457263,13.584904
5.2666306,8.453233,13.578431
5.264116,8.449197,13.571948
5.261596,8.445152,13.565452
5.259072,8.441102,13.558944
5.256543,8.437042,13.552424
5.2540092,8.432977,13.545892
5.2514715,8.428902,13.539348
5.2489285,8.424821,13.532793
5.2463813,8.4207325,13.526225
5.2438293,8.4166355,13.519645
5.241273,8.412533,13.513055
5.2387114,8.4084215,13.506451
5.236146,8.404304,13.499836
5.233576,8.400178,13.49321
5.2310004,8.396046,13.48657
5.228421,8.391905,13.47992
5.225837,8.387757,13.473258
5.223249,8.383603,13.466585
5.220656,8.379441,13.459899
5.2180586,8.375273,13.453202
5.215456,8.371096,13.446494
5.2128496,8.366912,13.439774
5.210239,8.362721,13.433042
5.207623,8.358523,13.426298
5.2050033,8.354319,13.419544
5.2023787,8.350106,13.412778
5.1997504,8.345887,13.406
5.1971164,8.34166,13.399211
5.194479,8.337426,13.39241
5.191837,8.333186,13.385599
5.1891904,8.328938,13.378776
5.186539,8.324682,13.371941
5.183884,8.320421,13.365094
5.1812243,8.316152,13.358237
5.17856,8.311876,13.351369
5.175892,8.307592,13.344488
5.1732187,8.303302,13.337597
5.170542,8.2990055,13.330695
5.16786,8.294702,13.323781
5.1651745,8.29039,13.316857
5.162484,8.286073,13.309921
5.1597896,8.281748,13.302974
5.1570907,8.277415,13.296016
5.154388,8.273078,13.289047
5.1516805,8.268732,13.282067
5.1489687,8.2643795,13.275076
5.146253,8.26002,13.268074
5.1435328,8.255654,13.261061
5.140808,8.251282,13.254036
5.1380796,8.246902,13.247001
5.1353464,8.242516,13.239955
5.13261,8.238122,13.232899
5.1298685,8.233723,13.225831
5.127123,8.229316,13.218753
5.124373,8.224902,13.211663
5.1216187,8.220482,13.204563
5.118861,8.216055,13.197452
5.116099,8.211621,13.1903305
5.1133323,8.207182,13.183198
5.110562,8.202735,13.176055
5.107787,8.19828,13.1689005
5.105008,8.19382,13.161737
5.1022253,8.189354,13.154562
5.099438,8.18488,13.147376
5.0966473,8.1804,13.140181
5.0938516,8.175915,13.132974
5.0910525,8.171421,13.125756
5.088249,8.166921,13.118528
5.0854416,8.1624155,13.11129
5.08263,8.157903,13.104041
5.0798144,8.153383,13.096782
5.076995,8.148857,13.089512
5.074171,8.144325,13.082232
5.0713434,8.139787,13.074942
5.0685115,8.1352415,13.067641
5.0656757,8.13069,13.060329
5.062836,8.126133,13.053008
5.0599923,8.121568,13.045676
5.0571446,8.116997,13.038335
5.054293,8.11242,13.030983
5.0514374,8.107837,13.023621
5.0485783,8.103247,13.016248
5.0457144,8.098651,13.008865
5.042847,8.0940485,13.001472
5.039975,8.089439,12.994069
5.0371003,8.084825,12.986656
5.0342207,8.080203,12.979233
5.031338,8.075576,12.9718
5.028451,8.070942,12.964356
5.02556,8.066302,12.956903
5.022665,8.061656,12.94944
5.019767,8.057003,12.941967
5.0168643,8.052344,12.934484
5.013958,8.04768,12.9269905
5.0110474,8.04301,12.919488
5.008134,8.038332,12.911975
5.0052156,8.0336485,12.904451
5.0022945,8.028959,12.896919
4.9993687,8.024263,12.889377
4.99644,8.019563,12.8818245
4.9935064,8.014855,12.874263
4.99057,8.010141,12.866692
4.9876294,8.005422,12.859111
4.9846854,8.000695,12.85152
4.981737,7.995964,12.843919
4.9787855,7.9912257,12.836309
4.9758296,7.9864826,12.828689
4.972871,7.981733,12.821059
4.9699078,7.976977,12.81342
4.966941,7.9722157,12.805772
4.9639707,7.9674478,12.798114
4.9609966,7.962674,12.790446
4.9580193,7.9578953,12.782769
4.9550376,7.9531097,12.775082
4.9520526,7.9483185,12.7673855
4.949064,7.9435215,12.759681
4.9460716,7.938719,12.7519655
4.9430757,7.93391,12.744242
4.940076,7.9290953,12.736508
4.9370728,7.9242754,12.728765
4.934066,7.919449,12.721013
4.9310555,7.914617,12.713251
4.9280415,7.909779,12.705481
4.925024,7.9049363,12.697701
4.922003,7.900087,12.689911
4.918978,7.895232,12.682113
4.91595,7.8903713,12.674306
4.912918,7.8855057,12.666489
4.9098825,7.8806334,12.658664
4.9068437,7.875756,12.650827
4.9038014,7.8708725,12.642984
4.900755,7.8659835,12.635131
4.897706,7.861089,12.62727
4.894653,7.8561893,12.619398
4.891597,7.851283,12.611518
4.888537,7.8463717,12.603629
4.8854733,7.841455,12.595732
4.8824067,7.8365326,12.587824
4.8793364,7.831605,12.579908
4.876262,7.826671,12.571983
4.8731856,7.821732,12.564051
4.870105,7.8167877,12.5561075
4.8670206,7.8118377,12.548157
4.8639336,7.806882,12.540196
4.8608427,7.8019214,12.5322275
4.857748,7.796955,12.52425
4.854651,7.791983,12.516264
4.8515496,7.787006,12.508269
4.8484454,7.7820234,12.500265
4.845338,7.777035,12.492253
4.842227,7.772042,12.484233
4.8391123,7.767043,12.476203
4.8359942,7.762039,12.468165
4.832874,7.7570295,12.460119
4.829749,7.752015,12.452063
4.8266215,7.746995,12.443999
4.823491,7.74197,12.435927
4.8203564,7.7369394,12.427847
4.817219,7.7319036,12.419758
4.8140783,7.726862,12.41166
4.8109345,7.7218156,12.403554
4.807787,7.7167645,12.39544
4.8046365,7.7117076,12.387317
4.8014827,7.7066455,12.379186
4.7983255,7.701578,12.371047
4.7951655,7.696506,12.362899
4.7920017,7.6914287,12.354743
4.7888355,7.6863456,12.34658
4.7856655,7.681258,12.338406
4.7824926,7.676165,12.330226
4.779316,7.671067,12.322037
4.776137,7.665964,12.31384
4.7729545,7.6608562,12.3056345
4.7697687,7.655743,12.297421
4.7665796,7.6506248,12.2892
4.763388,7.6455016,12.28097
4.760193,7.640373,12.272733
4.7569947,7.63524,12.264487
4.7537932,7.6301017,12.256233
4.750589,7.6249585,12.2479725
4.747381,7.61981,12.239702
4.744171,7.614657,12.231425
4.7409573,7.609499,12.223139
4.7377405,7.604336,12.214846
4.7345204,7.599168,12.206544
4.731298,7.593995,12.1982355
4.728072,7.588817,12.189919
4.724843,7.583635,12.181594
4.721611,7.5784473,12.173261
4.718376,7.573255,12.164921
4.715138,7.568058,12.156572
4.711897,7.562856,12.148217
4.7086535,7.557649,12.139853
4.705406,7.552438,12.131482
4.7021565,7.547221,12.123103
4.6989036,7.5420003,12.114717
4.6956477,7.5367746,12.106322
4.692389,7.531544,12.09792
4.6891274,7.526309,12.089511
4.6858625,7.5210686,12.081094
4.682595,7.5158243,12.072669
4.6793246,7.510575,12.064238
4.676051,7.505321,12.055798
4.672775,7.5000625,12.047351
4.669495,7.4947987,12.038897
4.6662135,7.489531,12.030435
4.6629286,7.484258,12.021965
4.659641,7.4789815,12.013489
4.65635,7.4736996,12.005005
4.6530566,7.4684134,11.996513
4.64976,7.4631224,11.988015
4.6464605,7.457827,11.979508
4.6431584,7.452527,11.970996
4.6398544,7.447222,11.962475
4.6365466,7.4419136,11.953947
4.633236,7.4366,11.945412
4.629923,7.4312825,11.936871
4.6266065,7.42596,11.928321
4.6232877,7.420633,11.919764
4.619966,7.415302,11.9112
4.616642,7.409966,11.902629
4.6133146,7.404626,11.894051
4.609985,7.399281,11.885467
4.6066523,7.3939323,11.876874
4.603317,7.388579,11.868276
4.599979,7.383221,11.85967
4.5966387,7.377859,11.851056
4.593295,7.372493,11.842437
4.589949,7.367122,11.83381
4.5866003,7.3617473,11.825175
4.5832486,7.356368,11.816535
4.5798945,7.350984,11.807887
4.5765376,7.3455963,11.7992325
4.5731783,7.3402042,11.790571
4.569816,7.334808,11.781903
4.5664515,7.329407,11.773228
4.563084,7.3240027,11.764546
4.5597143,7.3185935,11.755857
4.5563416,7.3131804,11.747163
4.552966,7.307763,11.738461
4.5495887,7.3023415,11.729753
4.546208,7.296916,11.721037
4.542825,7.2914863,11.712315
4.5394397,7.286052,11.703587
4.5360518,7.2806144,11.694851
4.532661,7.2751718,11.68611
4.529268,7.269726,11.6773615
4.525872,7.264275,11.668607
4.522474,7.258821,11.659844
4.519073,7.2533627,11.651076
4.51567,7.2479,11.6423025
4.512264,7.2424335,11.633522
4.508856,7.236963,11.624734
4.505445,7.2314887,11.615941
4.502032,7.22601,11.607141
4.4986157,7.2205276,11.598334
4.495198,7.215041,11.589521
4.491777,7.209551,11.580702
4.4883537,7.2040567,11.571877
4.4849286,7.1985583,11.563045
4.4815006,7.193056,11.554207
4.4780703,7.18755,11.545362
4.4746366,7.18204,11.536512
4.4712014,7.1765265,11.527656
4.467764,7.171009,11.518792
4.464324,7.1654873,11.509923
4.4608817,7.159962,11.501047
4.4574366,7.154433,11.4921665
4.4539895,7.1489005,11.483279
4.45054,7.1433635,11.474385
4.4470882,7.137823,11.465486
4.443634,7.132279,11.45658
4.4401774,7.126731,11.447668
4.436719,7.121179,11.438751
4.433257,7.115624,11.429827
4.4297934,7.1100645,11.4208975
4.4263277,7.1045012,11.411962
4.4228597,7.098935,11.40302
4.4193892,7.0933647,11.394073
4.4159164,7.087791,11.385119
4.4124417,7.0822134,11.37616
4.4089646,7.076632,11.367195
4.405485,7.0710473,11.358224
4.402003,7.065459,11.349247
4.398519,7.059867,11.340264
4.395033,7.054271,11.331276
4.3915443,7.048672,11.322283
4.388054,7.0430694,11.313283
4.384561,7.037463,11.304277
4.381066,7.031853,11.295266
4.3775687,7.02624,11.28625
4.3740687,7.0206227,11.277227
4.3705673,7.0150027,11.268199
4.3670635,7.009379,11.259166
4.3635573,7.0037518,11.250126
4.3600492,6.998121,11.241081
4.3565392,6.9924865,11.232032
4.353027,6.986849,11.222976
4.3495116,6.981208,11.213915
4.345995,6.975563,11.204848
4.3424764,6.9699154,11.195776
4.3389554,6.964264,11.186698
4.3354325,6.958609,11.177615
4.3319073,6.9529514,11.168526
4.32838,6.94729,11.159432
4.3248506,6.941625,11.150333
4.3213196,6.935957,11.141229
4.317786,6.930286,11.132118
4.314251,6.924611,11.123003
4.310713,6.9189334,11.113883
4.3071733,6.9132524,11.104757
4.303632,6.9075675,11.095626
4.3000884,6.90188,11.08649
4.296542,6.8961887,11.077349
4.292995,6.890495,11.068202
4.2894454,6.8847976,11.05905
4.285894,6.879097,11.049893
4.28234,6.873393,11.040731
4.2787843,6.867686,11.031564
4.2752266,6.861976,11.022392
4.2716675,6.8562627,11.013215
4.268106,6.8505464,11.004032
4.264542,6.844827,10.994845
4.260977,6.839104,10.985653
4.2574096,6.8333783,10.976456
4.2538404,6.8276496,10.967254
4.250269,6.8219175,10.958046
4.246696,6.8161826,10.948834
4.243121,6.810445,10.939617
4.2395444,6.8047037,10.930395
4.2359653,6.7989593,10.921169
4.2323847,6.7932124,10.911938
4.2288027,6.787462,10.902701
4.225218,6.781709,10.893459
4.2216315,6.7759533,10.884213
4.218044,6.770194,10.874963
4.214454,6.764432,10.865707
4.2108617,6.758667,10.856447
4.207268,6.752899,10.847181
4.2036734,6.747128,10.837913
4.200076,6.741355,10.828638
4.196477,6.735578,10.819359
4.1928763,6.729799,10.810076
4.189274,6.724016,10.800787
4.185669,6.718231,10.791494
4.182063,6.712443,10.782198
4.1784554,6.706652,10.772896
4.174845,6.700858,10.763589
4.171234,6.6950617,10.754277
4.167621,6.689263,10.744963
4.1640058,6.6834607,10.735642
4.1603894,6.6776557,10.726318
